Model,Class,Size,Repeat,Accuracy
Logistic,5,40,17,0.14375
Logistic,6,40,17,0.3352941176470588
Logistic,7,40,17,0.48299319727891155
Logistic,8,40,17,0.2710843373493976
Logistic,9,40,17,0.2937853107344633
Logistic TAN,0,40,17,0.6824512534818942
Logistic TAN,1,40,17,0.9318181818181818
Logistic TAN,2,40,17,0.35858585858585856
Logistic TAN,3,40,17,0.10843373493975904
Logistic TAN,4,40,17,0.205
Logistic TAN,5,40,17,0.20625
Logistic TAN,6,40,17,0.21764705882352942
Logistic TAN,7,40,17,0.4557823129251701
Logistic TAN,8,40,17,0.21686746987951808
Logistic TAN,9,40,17,0.3220338983050847
NB,0,40,18,0.947075208913649
NB,1,40,18,0.875
NB,2,40,18,0.6767676767676768
NB,3,40,18,0.5783132530120482
NB,4,40,18,0.805
NB,5,40,18,0.26875
NB,6,40,18,0.6235294117647059
NB,7,40,18,0.7414965986394558
NB,8,40,18,0.3493975903614458
NB,9,40,18,0.5875706214689266
TAN,0,40,18,0.7520891364902507
TAN,1,40,18,0.9431818181818182
TAN,2,40,18,0.3838383838383838
TAN,3,40,18,0.6385542168674698
TAN,4,40,18,0.58
TAN,5,40,18,0.44375
TAN,6,40,18,0.6647058823529411
TAN,7,40,18,0.6394557823129252
TAN,8,40,18,0.35542168674698793
TAN,9,40,18,0.672316384180791
Logistic,0,40,18,0.5988857938718662
Logistic,1,40,18,0.9545454545454546
Logistic,2,40,18,0.18181818181818182
Logistic,3,40,18,0.0783132530120482
Logistic,4,40,18,0.365
Logistic,5,40,18,0.10625
Logistic,6,40,18,0.14705882352941177
Logistic,7,40,18,0.2789115646258503
Logistic,8,40,18,0.09036144578313253
Logistic,9,40,18,0.423728813559322
Logistic TAN,0,40,18,0.6462395543175488
Logistic TAN,1,40,18,0.9166666666666666
Logistic TAN,2,40,18,0.25252525252525254
Logistic TAN,3,40,18,0.07228915662650602
Logistic TAN,4,40,18,0.36
Logistic TAN,5,40,18,0.15
Logistic TAN,6,40,18,0.13529411764705881
Logistic TAN,7,40,18,0.4489795918367347
Logistic TAN,8,40,18,0.0783132530120482
Logistic TAN,9,40,18,0.3163841807909605
NB,0,40,19,0.8384401114206128
NB,1,40,19,0.9848484848484849
NB,2,40,19,0.47474747474747475
NB,3,40,19,0.4397590361445783
NB,4,40,19,0.705
NB,5,40,19,0.425
NB,6,40,19,0.8058823529411765
NB,7,40,19,0.7074829931972789
NB,8,40,19,0.24096385542168675
NB,9,40,19,0.8418079096045198
TAN,0,40,19,0.5933147632311978
TAN,1,40,19,0.9886363636363636
TAN,2,40,19,0.25252525252525254
TAN,3,40,19,0.572289156626506
TAN,4,40,19,0.41
TAN,5,40,19,0.3625
TAN,6,40,19,0.7705882352941177
TAN,7,40,19,0.8163265306122449
TAN,8,40,19,0.0783132530120482
TAN,9,40,19,0.5988700564971752
Logistic,0,40,19,0.5236768802228412
Logistic,1,40,19,0.8977272727272727
Logistic,2,40,19,0.1717171717171717
Logistic,3,40,19,0.1144578313253012
Logistic,4,40,19,0.21
Logistic,5,40,19,0.225
Logistic,6,40,19,0.3235294117647059
Logistic,7,40,19,0.4965986394557823
Logistic,8,40,19,0.1746987951807229
Logistic,9,40,19,0.4011299435028249
Logistic TAN,0,40,19,0.48467966573816157
Logistic TAN,1,40,19,0.8636363636363636
Logistic TAN,2,40,19,0.29292929292929293
Logistic TAN,3,40,19,0.14457831325301204
Logistic TAN,4,40,19,0.165
Logistic TAN,5,40,19,0.20625
Logistic TAN,6,40,19,0.35294117647058826
Logistic TAN,7,40,19,0.54421768707483
Logistic TAN,8,40,19,0.1746987951807229
Logistic TAN,9,40,19,0.3672316384180791
NB,0,40,20,0.871866295264624
NB,1,40,20,0.9507575757575758
NB,2,40,20,0.7070707070707071
NB,3,40,20,0.7409638554216867
NB,4,40,20,0.425
NB,5,40,20,0.5625
NB,6,40,20,0.7470588235294118
NB,7,40,20,0.7074829931972789
NB,8,40,20,0.4759036144578313
NB,9,40,20,0.7288135593220338
TAN,0,40,20,0.6740947075208914
TAN,1,40,20,0.9772727272727273
TAN,2,40,20,0.3434343434343434
TAN,3,40,20,0.54216867469879515
TAN,4,40,20,0.555
TAN,5,40,20,0.36875
TAN,6,40,20,0.6
TAN,7,40,20,0.6530612244897959
TAN,8,40,20,0.30120481927710846
TAN,9,40,20,0.3672316384180791
Logistic,0,40,20,0.403899721448468
Logistic,1,40,20,0.8371212121212122
Logistic,2,40,20,0.2777777777777778
Logistic,3,40,20,0.0963855421686747
Logistic,4,40,20,0.4
Logistic,5,40,20,0.06875
Logistic,6,40,20,0.28823529411764703
Logistic,7,40,20,0.4897959183673469
Logistic,8,40,20,0.0963855421686747
Logistic,9,40,20,0.23163841807909605
Logistic TAN,0,40,20,0.42618384401114207
Logistic TAN,1,40,20,0.7386363636363636
Logistic TAN,2,40,20,0.3333333333333333
Logistic TAN,3,40,20,0.13253012048192772
Logistic TAN,4,40,20,0.48
Logistic TAN,5,40,20,0.075
Logistic TAN,6,40,20,0.21176470588235294
Logistic TAN,7,40,20,0.3945578231292517
Logistic TAN,8,40,20,0.09036144578313253
Logistic TAN,9,40,20,0.2033898305084746
NB,0,40,21,0.958217270194986
NB,1,40,21,0.9734848484848485
NB,2,40,21,0.5555555555555556
NB,3,40,21,0.6144578313253012
NB,4,40,21,0.715
NB,5,40,21,0.45625
NB,6,40,21,0.6411764705882353
NB,7,40,21,0.6190476190476191
NB,8,40,21,0.4457831325301205
NB,9,40,21,0.4745762711864407
TAN,0,40,21,0.8690807799442897
TAN,1,40,21,0.9772727272727273
TAN,2,40,21,0.5252525252525253
TAN,3,40,21,0.4879518072289157
TAN,4,40,21,0.715
TAN,5,40,21,0.475
TAN,6,40,21,0.6705882352941176
TAN,7,40,21,0.6258503401360545
TAN,8,40,21,0.42168674698795183
TAN,9,40,21,0.3446327683615819
Logistic,0,40,21,0.7520891364902507
Logistic,1,40,21,0.9204545454545454
Logistic,2,40,21,0.3333333333333333
Logistic,3,40,21,0.39759036144578314
Logistic,4,40,21,0.395
Logistic,5,40,21,0.1625
Logistic,6,40,21,0.09411764705882353
Logistic,7,40,21,0.2789115646258503
Logistic,8,40,21,0.10843373493975904
Logistic,9,40,21,0.15819209039548024
Logistic TAN,0,40,21,0.5821727019498607
Logistic TAN,1,40,21,0.9356060606060606
Logistic TAN,2,40,21,0.16161616161616163
Logistic TAN,3,40,21,0.26506024096385544
Logistic TAN,4,40,21,0.375
Logistic TAN,5,40,21,0.16875
Logistic TAN,6,40,21,0.27058823529411763
Logistic TAN,7,40,21,0.20408163265306123
Logistic TAN,8,40,21,0.1686746987951807
Logistic TAN,9,40,21,0.13559322033898305
NB,0,40,22,0.9610027855153204
NB,1,40,22,0.9772727272727273
NB,2,40,22,0.35858585858585856
NB,3,40,22,0.5662650602409639
NB,4,40,22,0.46
NB,5,40,22,0.2375
NB,6,40,22,0.48823529411764705
NB,7,40,22,0.7619047619047619
NB,8,40,22,0.572289156626506
NB,9,40,22,0.768361581920904
TAN,0,40,22,0.8105849582172702
TAN,1,40,22,0.9848484848484849
TAN,2,40,22,0.30808080808080807
TAN,3,40,22,0.6385542168674698
TAN,4,40,22,0.225
TAN,5,40,22,0.1375
TAN,6,40,22,0.5411764705882353
TAN,7,40,22,0.673469387755102
TAN,8,40,22,0.5120481927710844
TAN,9,40,22,0.5875706214689266
Logistic,0,40,22,0.6601671309192201
Logistic,1,40,22,0.9810606060606061
Logistic,2,40,22,0.17676767676767677
Logistic,3,40,22,0.0783132530120482
Logistic,4,40,22,0.11
Logistic,5,40,22,0.14375
Logistic,6,40,22,0.3588235294117647
Logistic,7,40,22,0.2925170068027211
Logistic,8,40,22,0.25301204819277107
Logistic,9,40,22,0.10734463276836158
Logistic TAN,0,40,22,0.5710306406685237
Logistic TAN,1,40,22,0.9772727272727273
Logistic TAN,2,40,22,0.17676767676767677
Logistic TAN,3,40,22,0.20481927710843373
Logistic TAN,4,40,22,0.135
Logistic TAN,5,40,22,0.13125
Logistic TAN,6,40,22,0.3058823529411765
Logistic TAN,7,40,22,0.2789115646258503
Logistic TAN,8,40,22,0.26506024096385544
Logistic TAN,9,40,22,0.21468926553672316
NB,0,40,23,0.8802228412256268
NB,1,40,23,0.9204545454545454
NB,2,40,23,0.601010101010101
NB,3,40,23,0.42168674698795183
NB,4,40,23,0.435
NB,5,40,23,0.26875
NB,6,40,23,0.7588235294117647
NB,7,40,23,0.42857142857142855
NB,8,40,23,0.30120481927710846
NB,9,40,23,0.6497175141242938
TAN,0,40,23,0.7325905292479109
TAN,1,40,23,0.9886363636363636
TAN,2,40,23,0.3383838383838384
TAN,3,40,23,0.3132530120481928
TAN,4,40,23,0.455
TAN,5,40,23,0.63125
TAN,6,40,23,0.611764705882353
TAN,7,40,23,0.6870748299319728
TAN,8,40,23,0.25301204819277107
TAN,9,40,23,0.3728813559322034
Logistic,0,40,23,0.49025069637883006
Logistic,1,40,23,0.928030303030303
Logistic,2,40,23,0.19696969696969696
Logistic,3,40,23,0.24096385542168675
Logistic,4,40,23,0.245
Logistic,5,40,23,0.0875
Logistic,6,40,23,0.28823529411764703
Logistic,7,40,23,0.19047619047619047
Logistic,8,40,23,0.12048192771084337
Logistic,9,40,23,0.1694915254237288
Logistic TAN,0,40,23,0.6713091922005571
Logistic TAN,1,40,23,0.9166666666666666
Logistic TAN,2,40,23,0.1919191919191919
Logistic TAN,3,40,23,0.3192771084337349
Logistic TAN,4,40,23,0.215
Logistic TAN,5,40,23,0.05625
Logistic TAN,6,40,23,0.17647058823529413
Logistic TAN,7,40,23,0.2857142857142857
Logistic TAN,8,40,23,0.19879518072289157
Logistic TAN,9,40,23,0.4632768361581921
NB,0,40,24,0.8105849582172702
NB,1,40,24,0.9621212121212122
NB,2,40,24,0.7626262626262627
NB,3,40,24,0.5180722891566265
NB,4,40,24,0.575
NB,5,40,24,0.5375
NB,6,40,24,0.5470588235294118
NB,7,40,24,0.7551020408163265
NB,8,40,24,0.39156626506024095
NB,9,40,24,0.615819209039548
TAN,0,40,24,0.8161559888579387
TAN,1,40,24,0.9734848484848485
TAN,2,40,24,0.3434343434343434
TAN,3,40,24,0.5240963855421686
TAN,4,40,24,0.435
TAN,5,40,24,0.51875
TAN,6,40,24,0.5294117647058824
TAN,7,40,24,0.6666666666666666
TAN,8,40,24,0.41566265060240964
TAN,9,40,24,0.4406779661016949
Logistic,0,40,24,0.3732590529247911
Logistic,1,40,24,0.9545454545454546
Logistic,2,40,24,0.2474747474747475
Logistic,3,40,24,0.14457831325301204
Logistic,4,40,24,0.29
Logistic,5,40,24,0.125
Logistic,6,40,24,0.21176470588235294
Logistic,7,40,24,0.17006802721088435
Logistic,8,40,24,0.0963855421686747
Logistic,9,40,24,0.2994350282485876
Logistic TAN,0,40,24,0.4818941504178273
Logistic TAN,1,40,24,0.9659090909090909
Logistic TAN,2,40,24,0.31313131313131315
Logistic TAN,3,40,24,0.1686746987951807
Logistic TAN,4,40,24,0.28
Logistic TAN,5,40,24,0.0875
Logistic TAN,6,40,24,0.2
Logistic TAN,7,40,24,0.14965986394557823
Logistic TAN,8,40,24,0.16265060240963855
Logistic TAN,9,40,24,0.2598870056497175
NB,0,40,25,0.8161559888579387
NB,1,40,25,0.9734848484848485
NB,2,40,25,0.51010101010101
NB,3,40,25,0.572289156626506
NB,4,40,25,0.68
NB,5,40,25,0.3875
NB,6,40,25,0.7176470588235294
NB,7,40,25,0.8163265306122449
NB,8,40,25,0.7168674698795181
NB,9,40,25,0.7344632768361582
TAN,0,40,25,0.7910863509749304
TAN,1,40,25,0.9431818181818182
TAN,2,40,25,0.36363636363636365
TAN,3,40,25,0.572289156626506
TAN,4,40,25,0.545
TAN,5,40,25,0.36875
TAN,6,40,25,0.5058823529411764
TAN,7,40,25,0.7142857142857143
TAN,8,40,25,0.6746987951807228
TAN,9,40,25,0.7627118644067796
Logistic,0,40,25,0.5682451253481894
Logistic,1,40,25,0.8825757575757576
Logistic,2,40,25,0.29797979797979796
Logistic,3,40,25,0.13855421686746988
Logistic,4,40,25,0.12
Logistic,5,40,25,0.0875
Logistic,6,40,25,0.2411764705882353
Logistic,7,40,25,0.2857142857142857
Logistic,8,40,25,0.24096385542168675
Logistic,9,40,25,0.15819209039548024
Logistic TAN,0,40,25,0.6072423398328691
Logistic TAN,1,40,25,0.9053030303030303
Logistic TAN,2,40,25,0.31313131313131315
Logistic TAN,3,40,25,0.18072289156626506
Logistic TAN,4,40,25,0.14
Logistic TAN,5,40,25,0.1
Logistic TAN,6,40,25,0.22941176470588234
Logistic TAN,7,40,25,0.2789115646258503
Logistic TAN,8,40,25,0.23493975903614459
Logistic TAN,9,40,25,0.1977401129943503
NB,0,40,26,0.8802228412256268
NB,1,40,26,0.9621212121212122
NB,2,40,26,0.6262626262626263
NB,3,40,26,0.6746987951807228
NB,4,40,26,0.575
NB,5,40,26,0.3375
NB,6,40,26,0.7529411764705882
NB,7,40,26,0.891156462585034
NB,8,40,26,0.4397590361445783
NB,9,40,26,0.4406779661016949
TAN,0,40,26,0.5376044568245125
TAN,1,40,26,0.9810606060606061
TAN,2,40,26,0.15151515151515152
TAN,3,40,26,0.5120481927710844
TAN,4,40,26,0.135
TAN,5,40,26,0.3375
TAN,6,40,26,0.7352941176470589
TAN,7,40,26,0.782312925170068
TAN,8,40,26,0.25903614457831325
TAN,9,40,26,0.5932203389830508
Logistic,0,40,26,0.4011142061281337
Logistic,1,40,26,0.9393939393939394
Logistic,2,40,26,0.13636363636363635
Logistic,3,40,26,0.26506024096385544
Logistic,4,40,26,0.175
Logistic,5,40,26,0.1375
Logistic,6,40,26,0.19411764705882353
Logistic,7,40,26,0.5510204081632653
Logistic,8,40,26,0.0783132530120482
Logistic,9,40,26,0.22033898305084745
Logistic TAN,0,40,26,0.44846796657381616
Logistic TAN,1,40,26,0.8333333333333334
Logistic TAN,2,40,26,0.15151515151515152
Logistic TAN,3,40,26,0.27710843373493976
Logistic TAN,4,40,26,0.295
Logistic TAN,5,40,26,0.275
Logistic TAN,6,40,26,0.2823529411764706
Logistic TAN,7,40,26,0.17687074829931973
Logistic TAN,8,40,26,0.1927710843373494
Logistic TAN,9,40,26,0.519774011299435
NB,0,40,27,0.7771587743732591
NB,1,40,27,0.9810606060606061
NB,2,40,27,0.45454545454545453
NB,3,40,27,0.7409638554216867
NB,4,40,27,0.645
NB,5,40,27,0.425
NB,6,40,27,0.6823529411764706
NB,7,40,27,0.8027210884353742
NB,8,40,27,0.4036144578313253
NB,9,40,27,0.6666666666666666
TAN,0,40,27,0.7799442896935933
TAN,1,40,27,0.9886363636363636
TAN,2,40,27,0.25757575757575757
TAN,3,40,27,0.4939759036144578
TAN,4,40,27,0.58
TAN,5,40,27,0.59375
TAN,6,40,27,0.5941176470588235
TAN,7,40,27,0.7006802721088435
TAN,8,40,27,0.45180722891566266
TAN,9,40,27,0.632768361581921
Logistic,0,40,27,0.5348189415041783
Logistic,1,40,27,0.9734848484848485
Logistic,2,40,27,0.08080808080808081
Logistic,3,40,27,0.3072289156626506
Logistic,4,40,27,0.23
Logistic,5,40,27,0.0875
Logistic,6,40,27,0.07647058823529412
Logistic,7,40,27,0.6666666666666666
Logistic,8,40,27,0.21084337349397592
Logistic,9,40,27,0.2542372881355932
Logistic TAN,0,40,27,0.5738161559888579
Logistic TAN,1,40,27,0.9696969696969697
Logistic TAN,2,40,27,0.16161616161616163
Logistic TAN,3,40,27,0.2710843373493976
Logistic TAN,4,40,27,0.195
Logistic TAN,5,40,27,0.0875
Logistic TAN,6,40,27,0.052941176470588235
Logistic TAN,7,40,27,0.38095238095238093
Logistic TAN,8,40,27,0.28313253012048195
Logistic TAN,9,40,27,0.4124293785310734
NB,0,40,28,0.8746518105849582
NB,1,40,28,0.9621212121212122
NB,2,40,28,0.7727272727272727
NB,3,40,28,0.54216867469879515
NB,4,40,28,0.825
NB,5,40,28,0.4875
NB,6,40,28,0.6705882352941176
NB,7,40,28,0.6938775510204082
NB,8,40,28,0.4819277108433735
NB,9,40,28,0.5310734463276836
TAN,0,40,28,0.83008356545961
TAN,1,40,28,0.9848484848484849
TAN,2,40,28,0.25252525252525254
TAN,3,40,28,0.4759036144578313
TAN,4,40,28,0.69
TAN,5,40,28,0.4875
TAN,6,40,28,0.7647058823529411
TAN,7,40,28,0.7074829931972789
TAN,8,40,28,0.463855421686747
TAN,9,40,28,0.3672316384180791
Logistic,0,40,28,0.5571030640668524
Logistic,1,40,28,0.9772727272727273
Logistic,2,40,28,0.16161616161616163
Logistic,3,40,28,0.21084337349397592
Logistic,4,40,28,0.25
Logistic,5,40,28,0.2125
Logistic,6,40,28,0.27647058823529413
Logistic,7,40,28,0.08163265306122448
Logistic,8,40,28,0.3313253012048193
Logistic,9,40,28,0.3446327683615819
Logistic TAN,0,40,28,0.520891364902507
Logistic TAN,1,40,28,0.9015151515151515
Logistic TAN,2,40,28,0.16161616161616163
Logistic TAN,3,40,28,0.23493975903614459
Logistic TAN,4,40,28,0.285
Logistic TAN,5,40,28,0.15
Logistic TAN,6,40,28,0.24705882352941178
Logistic TAN,7,40,28,0.08163265306122448
Logistic TAN,8,40,28,0.3072289156626506
Logistic TAN,9,40,28,0.2542372881355932
NB,0,40,29,0.8690807799442897
NB,1,40,29,0.9242424242424242
NB,2,40,29,0.4898989898989899
NB,3,40,29,0.5542168674698795
NB,4,40,29,0.305
NB,5,40,29,0.5125
NB,6,40,29,0.8411764705882353
NB,7,40,29,0.8639455782312925
NB,8,40,29,0.536144578313253
NB,9,40,29,0.4293785310734463
TAN,0,40,29,0.841225626740947
TAN,1,40,29,0.9659090909090909
TAN,2,40,29,0.26262626262626265
TAN,3,40,29,0.3313253012048193
TAN,4,40,29,0.345
TAN,5,40,29,0.425
TAN,6,40,29,0.7470588235294118
TAN,7,40,29,0.8231292517006803
TAN,8,40,29,0.42771084337349397
TAN,9,40,29,0.3728813559322034
Logistic,0,40,29,0.5013927576601671
Logistic,1,40,29,0.9621212121212122
Logistic,2,40,29,0.12121212121212122
Logistic,3,40,29,0.12048192771084337
Logistic,4,40,29,0.06
Logistic,5,40,29,0.19375
Logistic,6,40,29,0.2
Logistic,7,40,29,0.42857142857142855
Logistic,8,40,29,0.07228915662650602
Logistic,9,40,29,0.2824858757062147
Logistic TAN,0,40,29,0.5348189415041783
Logistic TAN,1,40,29,0.946969696969697
Logistic TAN,2,40,29,0.13131313131313133
Logistic TAN,3,40,29,0.2469879518072289
Logistic TAN,4,40,29,0.09
Logistic TAN,5,40,29,0.10625
Logistic TAN,6,40,29,0.11176470588235295
Logistic TAN,7,40,29,0.272108843537415
Logistic TAN,8,40,29,0.0783132530120482
Logistic TAN,9,40,29,0.3728813559322034
NB,0,40,30,0.8969359331476323
NB,1,40,30,0.9583333333333334
NB,2,40,30,0.7474747474747475
NB,3,40,30,0.7168674698795181
NB,4,40,30,0.455
NB,5,40,30,0.3625
NB,6,40,30,0.7647058823529411
NB,7,40,30,0.7278911564625851
NB,8,40,30,0.4578313253012048
NB,9,40,30,0.7175141242937854
TAN,0,40,30,0.7103064066852368
TAN,1,40,30,0.9886363636363636
TAN,2,40,30,0.3888888888888889
TAN,3,40,30,0.572289156626506
TAN,4,40,30,0.275
TAN,5,40,30,0.36875
TAN,6,40,30,0.6764705882352942
TAN,7,40,30,0.7074829931972789
TAN,8,40,30,0.572289156626506
TAN,9,40,30,0.559322033898305
Logistic,0,40,30,0.6211699164345403
Logistic,1,40,30,0.9810606060606061
Logistic,2,40,30,0.1919191919191919
Logistic,3,40,30,0.24096385542168675
Logistic,4,40,30,0.205
Logistic,5,40,30,0.0875
Logistic,6,40,30,0.28823529411764703
Logistic,7,40,30,0.22448979591836735
Logistic,8,40,30,0.0783132530120482
Logistic,9,40,30,0.2994350282485876
Logistic TAN,0,40,30,0.6044568245125348
Logistic TAN,1,40,30,0.9431818181818182
Logistic TAN,2,40,30,0.18181818181818182
Logistic TAN,3,40,30,0.21084337349397592
Logistic TAN,4,40,30,0.175
Logistic TAN,5,40,30,0.05625
Logistic TAN,6,40,30,0.3176470588235294
Logistic TAN,7,40,30,0.23129251700680273
Logistic TAN,8,40,30,0.1566265060240964
Logistic TAN,9,40,30,0.24858757062146894
NB,0,40,31,0.958217270194986
NB,1,40,31,0.9696969696969697
NB,2,40,31,0.4444444444444444
NB,3,40,31,0.8012048192771084
NB,4,40,31,0.695
NB,5,40,31,0.25
NB,6,40,31,0.6352941176470588
NB,7,40,31,0.8095238095238095
NB,8,40,31,0.2710843373493976
NB,9,40,31,0.5310734463276836
TAN,0,40,31,0.7465181058495822
TAN,1,40,31,0.9734848484848485
TAN,2,40,31,0.3181818181818182
TAN,3,40,31,0.6265060240963856
TAN,4,40,31,0.44
TAN,5,40,31,0.3375
TAN,6,40,31,0.6588235294117647
TAN,7,40,31,0.7482993197278912
TAN,8,40,31,0.13855421686746988
TAN,9,40,31,0.4745762711864407
Logistic,0,40,31,0.6072423398328691
Logistic,1,40,31,0.9734848484848485
Logistic,2,40,31,0.20707070707070707
Logistic,3,40,31,0.40963855421686746
Logistic,4,40,31,0.245
Logistic,5,40,31,0.025
Logistic,6,40,31,0.3352941176470588
Logistic,7,40,31,0.54421768707483
Logistic,8,40,31,0.024096385542168676
Logistic,9,40,31,0.1807909604519774
Logistic TAN,0,40,31,0.6768802228412256
Logistic TAN,1,40,31,0.8939393939393939
Logistic TAN,2,40,31,0.25757575757575757
Logistic TAN,3,40,31,0.536144578313253
Logistic TAN,4,40,31,0.185
Logistic TAN,5,40,31,0.025
Logistic TAN,6,40,31,0.40588235294117647
Logistic TAN,7,40,31,0.46938775510204084
Logistic TAN,8,40,31,0.06626506024096386
Logistic TAN,9,40,31,0.23728813559322035
NB,0,40,32,0.8022284122562674
NB,1,40,32,0.9507575757575758
NB,2,40,32,0.696969696969697
NB,3,40,32,0.6566265060240963
NB,4,40,32,0.435
NB,5,40,32,0.475
NB,6,40,32,0.7941176470588235
NB,7,40,32,0.6462585034013606
NB,8,40,32,0.4819277108433735
NB,9,40,32,0.6440677966101694
TAN,0,40,32,0.7883008356545961
TAN,1,40,32,0.9696969696969697
TAN,2,40,32,0.42424242424242425
TAN,3,40,32,0.6566265060240963
TAN,4,40,32,0.525
TAN,5,40,32,0.34375
TAN,6,40,32,0.6470588235294118
TAN,7,40,32,0.3945578231292517
TAN,8,40,32,0.46987951807228917
TAN,9,40,32,0.559322033898305
Logistic,0,40,32,0.5905292479108635
Logistic,1,40,32,0.9318181818181818
Logistic,2,40,32,0.26262626262626265
Logistic,3,40,32,0.3253012048192771
Logistic,4,40,32,0.355
Logistic,5,40,32,0.15
Logistic,6,40,32,0.12352941176470589
Logistic,7,40,32,0.3945578231292517
Logistic,8,40,32,0.06626506024096386
Logistic,9,40,32,0.11299435028248588
Logistic TAN,0,40,32,0.6434540389972145
Logistic TAN,1,40,32,0.9242424242424242
Logistic TAN,2,40,32,0.20202020202020202
Logistic TAN,3,40,32,0.3493975903614458
Logistic TAN,4,40,32,0.19
Logistic TAN,5,40,32,0.125
Logistic TAN,6,40,32,0.2235294117647059
Logistic TAN,7,40,32,0.46938775510204084
Logistic TAN,8,40,32,0.0783132530120482
Logistic TAN,9,40,32,0.21468926553672316
NB,0,40,33,0.6935933147632312
NB,1,40,33,0.9659090909090909
NB,2,40,33,0.5404040404040404
NB,3,40,33,0.6506024096385542
NB,4,40,33,0.855
NB,5,40,33,0.16875
NB,6,40,33,0.48823529411764705
NB,7,40,33,0.5102040816326531
NB,8,40,33,0.3674698795180723
NB,9,40,33,0.5254237288135594
TAN,0,40,33,0.7047353760445683
TAN,1,40,33,0.9848484848484849
TAN,2,40,33,0.08080808080808081
TAN,3,40,33,0.463855421686747
TAN,4,40,33,0.205
TAN,5,40,33,0.13125
TAN,6,40,33,0.5235294117647059
TAN,7,40,33,0.7959183673469388
TAN,8,40,33,0.3433734939759036
TAN,9,40,33,0.5480225988700564
Logistic,0,40,33,0.34540389972144847
Logistic,1,40,33,0.9583333333333334
Logistic,2,40,33,0.3383838383838384
Logistic,3,40,33,0.3433734939759036
Logistic,4,40,33,0.205
Logistic,5,40,33,0.14375
Logistic,6,40,33,0.1588235294117647
Logistic,7,40,33,0.1564625850340136
Logistic,8,40,33,0.12650602409638553
Logistic,9,40,33,0.2655367231638418
Logistic TAN,0,40,33,0.48746518105849584
Logistic TAN,1,40,33,0.946969696969697
Logistic TAN,2,40,33,0.3787878787878788
Logistic TAN,3,40,33,0.3674698795180723
Logistic TAN,4,40,33,0.08
Logistic TAN,5,40,33,0.15
Logistic TAN,6,40,33,0.29411764705882354
Logistic TAN,7,40,33,0.272108843537415
Logistic TAN,8,40,33,0.0963855421686747
Logistic TAN,9,40,33,0.4350282485875706
NB,0,40,34,0.9554317548746518
NB,1,40,34,0.9507575757575758
NB,2,40,34,0.5353535353535354
NB,3,40,34,0.7168674698795181
NB,4,40,34,0.675
NB,5,40,34,0.25
NB,6,40,34,0.6705882352941176
NB,7,40,34,0.7551020408163265
NB,8,40,34,0.40963855421686746
NB,9,40,34,0.672316384180791
TAN,0,40,34,0.7298050139275766
TAN,1,40,34,0.9772727272727273
TAN,2,40,34,0.32323232323232326
TAN,3,40,34,0.6385542168674698
TAN,4,40,34,0.635
TAN,5,40,34,0.25625
TAN,6,40,34,0.7823529411764706
TAN,7,40,34,0.6394557823129252
TAN,8,40,34,0.27710843373493976
TAN,9,40,34,0.6892655367231638
Logistic,0,40,34,0.48467966573816157
Logistic,1,40,34,0.8825757575757576
Logistic,2,40,34,0.3686868686868687
Logistic,3,40,34,0.1566265060240964
Logistic,4,40,34,0.525
Logistic,5,40,34,0.1125
Logistic,6,40,34,0.16470588235294117
Logistic,7,40,34,0.3741496598639456
Logistic,8,40,34,0.12048192771084337
Logistic,9,40,34,0.2937853107344633
Logistic TAN,0,40,34,0.6100278551532033
Logistic TAN,1,40,34,0.9015151515151515
Logistic TAN,2,40,34,0.3686868686868687
Logistic TAN,3,40,34,0.3072289156626506
Logistic TAN,4,40,34,0.57
